station_id,longitude,latitude,primary_types,TAZID
2288,114.131896,22.541298,lifestyle services,107
2289,114.132008,22.591237,lifestyle services,1167
2290,114.132647,22.566642,food and beverage services,111
2291,114.13345,22.546389,lifestyle services,107
2292,114.13345,22.546389,lifestyle services,107
2293,114.134147,22.574122,business and residential,1134
2294,114.134172,22.582067,lifestyle services,1135
2295,114.134341,22.700154,lifestyle services,777
2296,114.135152,22.606852,business and residential,1166
2297,114.135157,22.681539,business and residential,784
2298,114.135157,22.681539,business and residential,784
2299,114.135713,22.54308,business and residential,107
2300,114.135737,22.606588,business and residential,1166
2301,114.13591,22.646368,lifestyle services,804
2302,114.135914,22.546632,lifestyle services,110
2303,114.135914,22.546632,lifestyle services,110
2304,114.136194,22.625702,lifestyle services,972
2305,114.136688,22.578378,lifestyle services,1135
2306,114.137044,22.583252,lifestyle services,1135
2307,114.137048,22.62608,lifestyle services,972
2308,114.137096,22.626471,lifestyle services,972
2309,114.13733,22.542171,lifestyle services,107
2310,114.137335,22.562451,food and beverage services,109
2311,114.137379,22.541007,business and residential,107
2312,114.138043,22.584809,business and residential,1135
2313,114.138337,22.700087,lifestyle services,777
2314,114.138345,22.612226,business and residential,974
2315,114.138345,22.612226,business and residential,974
2316,114.138995,22.580591,lifestyle services,1135
2317,114.139536,22.617098,business and residential,974
2318,114.139728,22.563993,lifestyle services,109
2319,114.14036,22.618235,lifestyle services,974
2320,114.140841,22.695284,business and residential,777
2321,114.140877,22.625511,lifestyle services,972
2322,114.140972,22.614081,food and beverage services,974
2323,114.141123,22.581157,lifestyle services,123
2324,114.141152,22.623967,food and beverage services,972
2325,114.141554,22.712034,lifestyle services,777
2326,114.141554,22.712034,lifestyle services,777
2327,114.141662,22.561583,lifestyle services,109
2328,114.141997,22.621988,lifestyle services,974
2329,114.142001,22.562021,lifestyle services,109
2330,114.14202,22.55538,business and residential,110
2331,114.142112,22.712706,lifestyle services,777
2332,114.142112,22.712706,lifestyle services,777
2333,114.142375,22.581459,lifestyle services,123
2334,114.142569,22.547743,business and residential,110
2335,114.142704,22.547473,business and residential,110
2336,114.14276,22.54804,lifestyle services,110
2337,114.14276,22.54804,lifestyle services,110
2338,114.142799,22.561254,lifestyle services,109
2339,114.143019,22.696234,business and residential,777
2340,114.143096,22.580585,lifestyle services,123
2341,114.143799,22.546129,business and residential,110
2342,114.143938,22.605798,lifestyle services,1167
2343,114.14498,22.617917,business and residential,974
2344,114.145044,22.695784,lifestyle services,777
2345,114.146513,22.603742,lifestyle services,1167
2346,114.146835,22.607674,lifestyle services,1167
2347,114.148179,22.550506,business and residential,110
2348,114.1484,22.541942,lifestyle services,110
2349,114.149414,22.602618,food and beverage services,1167
2350,114.149644,22.548124,lifestyle services,110
2351,114.149896,22.61672,lifestyle services,974
2352,114.149952,22.618932,lifestyle services,974
2353,114.149992,22.617273,lifestyle services,974
2354,114.150084,22.619093,lifestyle services,974
2355,114.150944,22.548142,lifestyle services,110
2356,114.152076,22.553756,lifestyle services,110
2357,114.152113,22.548052,lifestyle services,110
2358,114.152602,22.603256,lifestyle services,1167
2359,114.15406,22.542538,lifestyle services,110
2360,114.156189,22.607534,lifestyle services,1167
2361,114.156293,22.619325,lifestyle services,773
2362,114.156346,22.619699,lifestyle services,773
2363,114.156743,22.607446,lifestyle services,1167
2364,114.156786,22.606186,business and residential,1167
2365,114.158081,22.605939,lifestyle services,1167
2366,114.158081,22.605939,lifestyle services,1167
2367,114.158199,22.608236,business and residential,1167
2368,114.158691,22.607401,business and residential,1167
2369,114.15891,22.606902,business and residential,1167
2370,114.162049,22.612674,lifestyle services,1167
2371,114.162049,22.612674,lifestyle services,1167
2372,114.168989,22.564666,lifestyle services,1146
2373,114.169644,22.643016,business and residential,983
2374,114.170915,22.557759,lifestyle services,1143
2375,114.173782,22.566438,lifestyle services,1144
2376,114.173979,22.558608,lifestyle services,1143
2377,114.175273,22.560629,lifestyle services,1143
2378,114.17798,22.562698,lifestyle services,1144
2379,114.178269,22.646553,lifestyle services,975
2380,114.17848,22.563596,lifestyle services,1144
2381,114.178635,22.643895,lifestyle services,983
2382,114.178767,22.563354,lifestyle services,1144
2383,114.180101,22.644377,lifestyle services,984
2384,114.180614,22.559994,business and residential,1144
2385,114.181964,22.565137,lifestyle services,1144
2386,114.182055,22.563805,lifestyle services,1144
2387,114.182327,22.566156,lifestyle services,124
2388,114.185368,22.636284,lifestyle services,986
2389,114.185368,22.636284,lifestyle services,986
2390,114.185368,22.636284,lifestyle services,986
2391,114.185368,22.636284,lifestyle services,986
2392,114.18554,22.55585,lifestyle services,124
2393,114.185968,22.647552,food and beverage services,984
2394,114.187484,22.555249,lifestyle services,124
2395,114.187974,22.637125,business and residential,986
2396,114.188089,22.555199,lifestyle services,124
2397,114.188201,22.625585,lifestyle services,979
2398,114.188232,22.651583,lifestyle services,977
2399,114.188975,22.648847,food and beverage services,988
2400,114.189319,22.556623,business and residential,124
2401,114.190586,22.64817,food and beverage services,988
2402,114.192009,22.592859,lifestyle services,124
2403,114.192063,22.645317,business and residential,988
2404,114.196447,22.64452,lifestyle services,981
2405,114.196529,22.646869,lifestyle services,988
2406,114.200326,22.640714,business and residential,982
2407,114.202977,22.64332,business and residential,982
2408,114.204482,22.653983,business and residential,987
2409,114.20466,22.647403,business and residential,981
2410,114.20466,22.647403,business and residential,981
2411,114.20524,22.706233,lifestyle services,1043
2412,114.205713,22.705945,lifestyle services,1043
2413,114.205736,22.705507,lifestyle services,1043
2414,114.206376,22.657326,lifestyle services,987
2415,114.207009,22.647887,food and beverage services,981
2416,114.207205,22.70959,lifestyle services,1043
2417,114.207224,22.658614,business and residential,987
2418,114.207985,22.646863,lifestyle services,982
2419,114.208073,22.648985,lifestyle services,792
2420,114.208544,22.711042,food and beverage services,1043
2421,114.208851,22.710536,business and residential,1043
2422,114.211673,22.666011,business and residential,788
2423,114.212872,22.720053,lifestyle services,989
2424,114.216302,22.71042,business and residential,989
2425,114.216621,22.669431,business and residential,790
2426,114.216643,22.750283,business and residential,858
2427,114.216779,22.713865,business and residential,989
2428,114.217442,22.718557,lifestyle services,989
2429,114.217557,22.722642,lifestyle services,855
2430,114.217557,22.722642,lifestyle services,855
2431,114.217557,22.722642,lifestyle services,855
2432,114.217557,22.722642,lifestyle services,855
2433,114.217557,22.722642,lifestyle services,855
2434,114.21939,22.749667,business and residential,858
2435,114.220384,22.703845,business and residential,989
2436,114.220433,22.70446,lifestyle services,989
2437,114.220821,22.700105,food and beverage services,991
2438,114.220821,22.701179,lifestyle services,991
2439,114.221052,22.720163,lifestyle services,989
2440,114.221192,22.723155,lifestyle services,855
2441,114.221625,22.722822,food and beverage services,855
2442,114.221625,22.722822,food and beverage services,855
2443,114.221837,22.701614,food and beverage services,991
2444,114.22194,22.72642,lifestyle services,855
2445,114.223935,22.720387,lifestyle services,989
2446,114.22421,22.669546,business and residential,790
2447,114.224867,22.695413,lifestyle services,991
2448,114.225042,22.722649,business and residential,855
2449,114.225191,22.66961,business and residential,790
2450,114.225677,22.727691,lifestyle services,855
2451,114.226114,22.636336,lifestyle services,811
2452,114.226411,22.722655,lifestyle services,855
2453,114.22728,22.557666,lifestyle services,1155
2454,114.227573,22.692928,lifestyle services,991
2455,114.227929,22.703162,lifestyle services,996
2456,114.228405,22.553083,food and beverage services,1154
2457,114.228562,22.676867,business and residential,790
2458,114.228889,22.677294,business and residential,790
2459,114.228895,22.701285,lifestyle services,996
2460,114.229526,22.730965,lifestyle services,855
2461,114.229801,22.547564,lifestyle services,1154
2462,114.229951,22.70288,business and residential,996
2463,114.230023,22.550654,lifestyle services,1156
2464,114.230618,22.72115,lifestyle services,989
2465,114.231005,22.700405,lifestyle services,996
2466,114.231064,22.721148,lifestyle services,989
2467,114.231814,22.723864,lifestyle services,855
2468,114.231861,22.731066,business and residential,855
2469,114.231924,22.546579,lifestyle services,1154
2470,114.232465,22.725356,lifestyle services,1011
2471,114.233074,22.71966,lifestyle services,1011
2472,114.233132,22.720287,business and residential,1011
2473,114.233304,22.724483,lifestyle services,1011
2474,114.23353,22.726848,lifestyle services,1011
2475,114.233711,22.700939,lifestyle services,996
2476,114.233794,22.724369,lifestyle services,1011
2477,114.233941,22.6325,business and residential,771
2478,114.234041,22.721936,lifestyle services,1011
2479,114.234052,22.734261,food and beverage services,855
2480,114.234074,22.72649,lifestyle services,1011
2481,114.23415,22.725342,lifestyle services,1011
2482,114.234533,22.553258,business and residential,1156
2483,114.234642,22.722061,lifestyle services,1011
2484,114.234841,22.550737,lifestyle services,1156
2485,114.234906,22.720903,lifestyle services,1011
2486,114.234986,22.720152,business and residential,1011
2487,114.23509,22.551414,lifestyle services,1156
2488,114.235208,22.725587,food and beverage services,1011
2489,114.235423,22.723835,lifestyle services,1011
2490,114.236146,22.720042,business and residential,1011
2491,114.23616,22.722749,lifestyle services,1011
2492,114.236212,22.725119,lifestyle services,1011
2493,114.236244,22.721362,lifestyle services,1011
2494,114.236816,22.704524,lifestyle services,996
2495,114.237036,22.699834,business and residential,996
2496,114.23706,22.743456,business and residential,858
2497,114.237207,22.73181,lifestyle services,855
2498,114.237276,22.718709,lifestyle services,1011
2499,114.237407,22.721434,lifestyle services,1011
2500,114.237421,22.720276,business and residential,1011
2501,114.237461,22.723968,business and residential,1011
2502,114.237543,22.720036,business and residential,1011
2503,114.237844,22.553528,lifestyle services,1156
2504,114.237844,22.553528,lifestyle services,1156
2505,114.238067,22.55487,lifestyle services,1149
2506,114.238067,22.55487,lifestyle services,1149
2507,114.238111,22.711257,lifestyle services,1011
2508,114.238233,22.742955,lifestyle services,858
2509,114.239578,22.709621,business and residential,1011
2510,114.239907,22.728913,lifestyle services,1011
2511,114.240013,22.7172,lifestyle services,1011
2512,114.240689,22.589264,lifestyle services,1162
2513,114.240826,22.712068,lifestyle services,1011
2514,114.240894,22.714486,business and residential,1011
2515,114.240973,22.71214,lifestyle services,1011
2516,114.241036,22.717804,lifestyle services,1011
2517,114.241127,22.709709,business and residential,1011
2518,114.241301,22.747357,lifestyle services,858
2519,114.241974,22.732458,lifestyle services,1011
2520,114.241996,22.716239,lifestyle services,1011
2521,114.242084,22.586272,lifestyle services,1162
2522,114.242339,22.715112,lifestyle services,1011
2523,114.242872,22.709421,lifestyle services,996
2524,114.243,22.732252,lifestyle services,1011
2525,114.243027,22.562833,lifestyle services,1149
2526,114.243036,22.709987,lifestyle services,1011
2527,114.243293,22.713534,business and residential,1011
2528,114.243324,22.554576,lifestyle services,1149
2529,114.244115,22.730787,lifestyle services,1011
2530,114.244243,22.71329,business and residential,1011
2531,114.244475,22.730364,lifestyle services,1011
2532,114.244616,22.732235,lifestyle services,1011
2533,114.245004,22.563638,business and residential,1149
2534,114.245705,22.734357,lifestyle services,855
2535,114.245841,22.737778,business and residential,855
2536,114.246453,22.705488,lifestyle services,862
2537,114.246943,22.724255,business and residential,1009
2538,114.248762,22.72471,business and residential,1009
2539,114.249002,22.728625,lifestyle services,1009
2540,114.249952,22.72683,business and residential,1009
2541,114.250392,22.737384,food and beverage services,1009
2542,114.251243,22.588544,business and residential,1159
2543,114.251401,22.730242,lifestyle services,1009
2544,114.251401,22.730242,lifestyle services,1009
2545,114.251442,22.710848,lifestyle services,998
2546,114.251553,22.710296,business and residential,998
2547,114.251684,22.740847,business and residential,849
2548,114.251822,22.702422,business and residential,862
2549,114.251971,22.588823,business and residential,1159
2550,114.252148,22.713825,business and residential,998
2551,114.253153,22.730557,lifestyle services,1009
2552,114.253211,22.72995,lifestyle services,1009
2553,114.25332,22.72878,business and residential,1009
2554,114.253704,22.718253,lifestyle services,998
2555,114.253868,22.744663,business and residential,849
2556,114.254096,22.720502,business and residential,998
2557,114.254368,22.723858,business and residential,1009
2558,114.254868,22.589652,lifestyle services,1159
2559,114.255957,22.744593,business and residential,849
2560,114.256738,22.723698,lifestyle services,1009
2561,114.256974,22.711901,lifestyle services,998
2562,114.256999,22.71066,business and residential,998
2563,114.257083,22.716504,business and residential,998
2564,114.257202,22.591236,lifestyle services,1159
2565,114.258971,22.591116,food and beverage services,1159
2566,114.259261,22.587969,lifestyle services,1159
2567,114.259875,22.583775,business and residential,1160
2568,114.259926,22.584301,business and residential,1160
2569,114.260001,22.589541,food and beverage services,1159
2570,114.26076,22.584995,food and beverage services,1159
2571,114.26138,22.681619,business and residential,851
2572,114.26138,22.681619,business and residential,851
2573,114.261394,22.587184,lifestyle services,1159
2574,114.261518,22.68336,business and residential,851
2575,114.261729,22.698774,lifestyle services,862
2576,114.261801,22.734659,lifestyle services,834
2577,114.261891,22.709426,business and residential,998
2578,114.26201,22.684215,business and residential,851
2579,114.262279,22.68423,lifestyle services,851
2580,114.262472,22.688209,lifestyle services,852
2581,114.262705,22.682075,business and residential,851
2582,114.264172,22.717114,food and beverage services,1000
2583,114.267006,22.714658,business and residential,1000
2584,114.268374,22.729017,lifestyle services,1000
2585,114.268467,22.720385,business and residential,1000
2586,114.268533,22.720536,business and residential,1000
2587,114.268881,22.72073,business and residential,1000
2588,114.268913,22.720749,business and residential,1000
2589,114.26997,22.71162,business and residential,1000
2590,114.26997,22.71162,business and residential,1000
2591,114.270027,22.722374,lifestyle services,1000
2592,114.270844,22.75975,business and residential,844
2593,114.270954,22.690942,lifestyle services,862
2594,114.271119,22.721403,lifestyle services,1000
2595,114.272211,22.712094,lifestyle services,1000
2596,114.274033,22.721826,lifestyle services,1000
2597,114.274132,22.722982,lifestyle services,1000
2598,114.274373,22.724611,lifestyle services,1000
2599,114.274465,22.723024,lifestyle services,1000
2600,114.275801,22.58833,lifestyle services,406
2601,114.276947,22.753096,business and residential,849
2602,114.277985,22.749335,lifestyle services,831
2603,114.278025,22.728334,business and residential,835
2604,114.278078,22.586662,lifestyle services,406
2605,114.278477,22.762841,business and residential,844
2606,114.279129,22.750858,lifestyle services,1056
2607,114.288835,22.721551,lifestyle services,835
2608,114.288926,22.667192,lifestyle services,882
2609,114.288969,22.667231,lifestyle services,882
2610,114.290885,22.72561,business and residential,832
2611,114.292425,22.725087,business and residential,832
2612,114.294651,22.665218,business and residential,882
2613,114.294972,22.665233,business and residential,882
2614,114.295888,22.665786,business and residential,882
2615,114.296664,22.730438,lifestyle services,831
2616,114.297673,22.722859,business and residential,832
2617,114.301752,22.764638,business and residential,842
2618,114.302115,22.721307,lifestyle services,1049
2619,114.302115,22.721307,lifestyle services,1049
2620,114.302129,22.770918,food and beverage services,842
2621,114.302313,22.768991,food and beverage services,842
2622,114.302573,22.722118,business and residential,1049
2623,114.30272,22.721584,business and residential,1049
2624,114.303353,22.595913,lifestyle services,408
2625,114.303523,22.772981,business and residential,842
2626,114.304213,22.720146,lifestyle services,1049
2627,114.305042,22.76682,business and residential,842
2628,114.305042,22.76682,business and residential,842
2629,114.305614,22.591606,lifestyle services,408
2630,114.305921,22.600709,lifestyle services,408
2631,114.307942,22.601194,lifestyle services,408
2632,114.310679,22.599071,food and beverage services,408
2633,114.313217,22.678093,business and residential,883
2634,114.313226,22.668921,business and residential,883
2635,114.313531,22.773076,business and residential,842
2636,114.314467,22.599074,lifestyle services,408
2637,114.316163,22.69996,lifestyle services,848
2638,114.325699,22.689934,business and residential,888
2639,114.325699,22.689934,business and residential,888
2640,114.325699,22.689934,business and residential,888
2641,114.327669,22.681133,lifestyle services,888
2642,114.32911,22.673992,business and residential,888
2643,114.334837,22.679867,business and residential,888
2644,114.335077,22.701849,business and residential,900
2645,114.338572,22.684618,food and beverage services,888
2646,114.339263,22.685913,business and residential,888
2647,114.342441,22.705786,business and residential,900
2648,114.344313,22.708338,lifestyle services,900
2649,114.344855,22.706446,lifestyle services,902
2650,114.345528,22.709425,lifestyle services,902
2651,114.345871,22.707601,lifestyle services,902
2652,114.346185,22.689176,lifestyle services,890
2653,114.35166,22.665823,business and residential,881
2654,114.352429,22.71103,lifestyle services,902
2655,114.36453,22.756606,lifestyle services,893
2656,114.365898,22.758483,lifestyle services,893
2657,114.365898,22.758483,lifestyle services,893
2658,114.36632,22.703166,business and residential,903
2659,114.370015,22.60667,lifestyle services,1022
2660,114.372497,22.704461,food and beverage services,903
2661,114.373092,22.731419,food and beverage services,901
2662,114.373693,22.732276,lifestyle services,901
2663,114.377207,22.705926,business and residential,891
2664,114.380367,22.7286,lifestyle services,901
2665,114.381276,22.721364,lifestyle services,901
2666,114.381555,22.727204,lifestyle services,901
2667,114.385619,22.75174,business and residential,895
2668,114.387924,22.695699,lifestyle services,886
2669,114.39222,22.707807,lifestyle services,904
2670,114.399153,22.739581,lifestyle services,897
2671,114.400048,22.702862,lifestyle services,904
2672,114.400629,22.702681,lifestyle services,904
2673,114.400987,22.702903,lifestyle services,887
2674,114.40559,22.744758,business and residential,897
2675,114.412132,22.773713,business and residential,897
2676,114.414742,22.631017,lifestyle services,943
2677,114.419455,22.627845,business and residential,943
2678,114.478137,22.596409,food and beverage services,952
2679,114.481163,22.601834,lifestyle services,1037
2680,114.483345,22.509882,lifestyle services,937
2681,114.493513,22.533926,lifestyle services,937
2682,114.516991,22.592788,lifestyle services,1037
